Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code
VIYJEU,M062X,def2-TZVP,1176.0,-1.0,1.0,469.34,4780.2,8.0,125204.0,-1644.64260637,-1644.21840398,0.08702141,-1644.30542539,15.11,24.6,33.82,35.43,
VOVPED_protonated,M062X,def2-TZVP,1780.0,1.0,1.0,663.69,4447.2,8.0,394625.0,-2116.21414433,-2115.47085305,0.11401567,-2115.58486871,11.7,15.34,18.55,24.06,
VOWJEW_protonated,M062X,def2-TZVP,1504.0,1.0,1.0,547.66,4550.3,8.0,480904.0,-1783.65765646,-1782.8127682,0.10500302,-1782.91777122,-36.26,26.9,37.12,44.52,
VUHHAI_1,M062X,def2-TZVP,1432.0,1.0,1.0,581.66,4563.9,8.0,344928.0,-2562.22040838,-2561.54000473,0.10955189,-2561.64955662,20.66,25.16,25.91,39.81,
VUHHAI_2,M062X,def2-TZVP,1432.0,1.0,1.0,581.66,4564.0,8.0,364517.0,-2562.2204542,-2561.54017262,0.10995327,-2561.65012589,16.91,20.89,27.56,38.04,
WAGJIA_3_protonated,M062X,def2-TZVP,1296.0,1.0,1.0,489.49,4616.2,8.0,289808.0,-1659.9674619,-1659.30418439,0.09347055,-1659.39765494,34.45,38.74,50.01,63.01,
WAYHEL_4,M062X,def2-TZVP,1639.0,1.0,1.0,643.56,4468.0,8.0,423958.0,-2208.28025795,-2207.65149272,0.1049748,-2207.75646752,16.48,19.71,28.43,30.15,
WECCUC01_1,M062X,def2-TZVP,1790.0,1.0,1.0,695.64,4479.6,8.0,645083.0,-2459.59920342,-2458.74098158,0.12800664,-2458.86898822,19.04,26.68,27.45,31.66,
WEKKUT_3_protonated,M062X,def2-TZVP,878.0,1.0,1.0,343.3,4540.0,8.0,81675.0,-1182.48031627,-1182.08833441,0.07114285,-1182.15947727,46.89,60.3,67.62,71.36,
WINPAL_protonated,M062X,def2-TZVP,1002.0,1.0,1.0,383.34,4806.2,8.0,129431.0,-1268.23391273,-1267.81984305,0.07717038,-1267.89701342,17.82,34.01,51.08,58.98,
WOQFOY_3,M062X,def2-TZVP,1298.0,1.0,1.0,495.46,4597.0,8.0,245800.0,-1652.1319282,-1651.57024303,0.08828687,-1651.6585299,22.54,26.34,34.78,46.7,
XALKUQ_3_protonated,M062X,def2-TZVP,1198.0,1.0,1.0,479.38,4769.4,8.0,172881.0,-1765.86225273,-1765.28310388,0.09140815,-1765.37451203,24.66,31.72,44.87,55.05,
XALKUQ_4_protonated,M062X,def2-TZVP,1198.0,1.0,1.0,479.38,4793.4,8.0,179880.0,-1765.8567023,-1765.27647941,0.08910421,-1765.36558362,23.38,30.63,43.64,52.97,
XAYKEQ_5_protonated,M062X,def2-TZVP,1218.0,1.0,1.0,524.05,4805.8,8.0,223081.0,-2515.5110036,-2515.03579393,0.09412456,-2515.12991849,17.9,18.94,27.12,28.01,
XAYVOK_protonated,M062X,def2-TZVP,1112.0,1.0,1.0,415.42,4803.5,8.0,130896.0,-1349.27532282,-1348.75307915,0.08033195,-1348.83341109,17.44,25.34,31.31,32.1,
XENSUH_protonated,M062X,def2-TZVP,1014.0,1.0,1.0,399.81,4841.6,8.0,99866.0,-1616.70716619,-1616.28317671,0.07751198,-1616.36068869,19.31,28.59,34.35,41.28,
XINSAQ_1_protonated,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4643.4,8.0,89695.0,-1550.54392014,-1550.24267772,0.07805733,-1550.32073505,32.16,37.56,45.05,55.45,
XINSAQ_3,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4645.9,8.0,283089.0,-1550.56518731,-1550.26342486,0.07762258,-1550.34104744,25.84,33.8,47.84,51.65,
XIQJEP,M062X,def2-TZVP,1014.0,1.0,1.0,389.35,4817.6,8.0,107778.0,-1306.56885834,-1306.12966653,0.07607341,-1306.20573993,23.48,43.38,46.02,54.82,
XIYTEG_protonated,M062X,def2-TZVP,1124.0,1.0,1.0,417.44,4835.8,8.0,143843.0,-1350.46366991,-1349.91872738,0.08457008,-1350.00329746,23.75,27.29,32.99,38.48,
XOPMIB_3,M062X,def2-TZVP,836.0,-1.0,1.0,368.16,3663.1,8.0,76311.0,-1613.26513373,-1612.97644144,0.06968916,-1613.04613061,32.69,44.16,68.83,79.79,
XOPMIB_3_protonated,M062X,def2-TZVP,842.0,0.0,1.0,369.16,3822.5,8.0,52001.0,-1613.71903798,-1613.41836826,0.0711618,-1613.48953006,26.86,43.95,60.21,69.3,
XUDFUX_2,M062X,def2-TZVP,816.0,0.0,1.0,346.28,3807.3,8.0,123276.0,-1551.62425729,-1551.26904267,0.06789257,-1551.33693523,46.18,58.7,69.19,69.97,
XUQJEZ_2_protonated,M062X,def2-TZVP,891.0,1.0,1.0,350.29,4546.3,8.0,75150.0,-1202.13943017,-1201.77713458,0.07022077,-1201.84735535,43.16,45.54,57.64,71.03,
YADSOL_2_protonated,M062X,def2-TZVP,871.0,1.0,1.0,351.25,4686.1,8.0,92869.0,-1306.73724897,-1306.31064321,0.07703686,-1306.38768007,36.11,49.51,63.87,71.03,
YANCAS_protonated,M062X,def2-TZVP,986.0,1.0,1.0,349.44,4820.1,8.0,151206.0,-1093.37887319,-1092.78139295,0.07982094,-1092.86121389,29.47,36.11,48.85,67.4,
YEBBEM,M062X,def2-TZVP,871.0,1.0,1.0,335.29,4669.3,8.0,65154.0,-1158.19624886,-1157.76615459,0.07051952,-1157.8366741,36.31,64.23,76.27,83.48,
YEKWOB_4_protonated,M062X,def2-TZVP,1286.0,1.0,1.0,517.38,4613.6,8.0,285747.0,-1877.60811447,-1877.07768441,0.09321438,-1877.17089879,17.04,26.44,35.78,42.52,
YELJEE_3_protonated,M062X,def2-TZVP,1180.0,1.0,1.0,517.73,4817.5,8.0,138203.0,-2781.3668244,-2780.86540388,0.09130083,-2780.95670471,14.92,26.53,29.76,46.12,
YEPNUC_1_protonated,M062X,def2-TZVP,1236.0,-1.0,1.0,503.35,4812.7,8.0,285246.0,-1877.12895924,-1876.59314133,0.09164914,-1876.68479047,-39.29,27.13,35.29,41.14,
YOKZON_protonated,M062X,def2-TZVP,1594.0,1.0,1.0,603.59,4468.8,8.0,400193.0,-2002.82482675,-2002.12097269,0.10302644,-2002.22399913,21.71,29.4,30.91,45.38,
ZADJIX_1,M062X,def2-TZVP,730.0,1.0,1.0,287.21,2853.3,8.0,52761.0,-1001.95988961,-1001.6433905,0.06285231,-1001.70624281,27.09,48.41,75.6,87.5,
ZADJIX_2,M062X,def2-TZVP,730.0,1.0,1.0,287.21,2853.3,8.0,56623.0,-1001.95988847,-1001.64338195,0.06286302,-1001.70624497,26.85,48.25,75.52,87.38,
ZADJIX_3,M062X,def2-TZVP,730.0,1.0,1.0,287.21,2853.2,8.0,42392.0,-1001.95988906,-1001.64338279,0.06286584,-1001.70624863,26.76,48.12,75.51,87.35,
ZADJIX_5,M062X,def2-TZVP,730.0,1.0,1.0,287.21,2851.6,8.0,66508.0,-1001.96415088,-1001.64778786,0.06297587,-1001.71076373,29.62,61.81,69.7,87.81,
ZEVHUD,M062X,def2-TZVP,1388.0,1.0,1.0,520.57,4537.9,8.0,425472.0,-1748.42405676,-1747.696653,0.10678525,-1747.80343826,28.75,38.81,46.38,54.55,
ZIFBOI_1_protonated,M062X,def2-TZVP,1045.0,0.0,1.0,416.42,4788.5,8.0,93683.0,-1667.16136109,-1666.73550235,0.08151511,-1666.81701746,20.79,27.39,28.49,40.52,
ZOMQAV_2,M062X,def2-TZVP,1644.0,2.0,1.0,643.58,4497.2,8.0,495951.0,-2231.43892291,-2230.74130535,0.11259175,-2230.8538971,19.61,22.5,26.5,27.22,
